School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Blue Springs South,6.52,8.03,14.55,1,3,1
Raymore-Peculiar,5.64,8.5,14.14,3,1,2
Rock Bridge,6.17,6.46,12.63,2,7,3
Francis Howell,3.98,8.33,12.31,11,2,4
Grain Valley,4.0,7.38,11.38,10,5,5
Troy Buchanan,3.17,7.99,11.15,20,4,6
Blue Springs,4.44,6.17,10.61,8,8,7
Lafayette (Wildwood),3.2,7.09,10.29,19,6,8
Lee's Summit West,5.01,5.26,10.26,4,13,9
Eureka,4.46,4.85,9.31,7,17,10
Jackson,3.73,4.98,8.71,13,15,11
Timberland,3.26,5.44,8.71,18,11,12
Neosho,2.74,5.91,8.65,26,9,13
Nixa,3.55,5.05,8.6,15,14,14
Liberty,3.06,5.47,8.53,21,10,15
Fort Osage,3.6,4.56,8.16,14,20,16
Liberty (Wentzville),3.92,4.05,7.98,12,23,17
Lindbergh,2.86,4.93,7.78,25,16,18
Ozark,3.35,4.35,7.7,16,22,19
Ft. Zumwalt West,2.9,4.69,7.59,24,18,20
St. Dominic,2.24,5.26,7.5,30,12,21
Kickapoo,2.95,4.43,7.38,22,21,22
Staley,4.57,2.75,7.32,5,32,23
Liberty North,4.35,2.96,7.31,9,29,24
Willard,2.69,4.59,7.28,27,19,25
Francis Howell Central,2.95,3.78,6.73,23,27,26
Francis Howell North,3.28,2.77,6.04,17,31,27
Parkway South,2.08,3.88,5.96,35,26,28
Republic,1.33,3.99,5.32,39,25,29
Carthage,1.28,4.03,5.32,40,24,30
Park Hill,1.89,3.23,5.12,37,28,31
Joplin,4.51,-0.08,4.43,6,44,32
Oakville,2.02,2.37,4.39,36,33,33
Park Hill South,2.16,2.13,4.29,34,34,34
Seckman,2.4,1.72,4.13,29,36,35
Central (St. Joseph),2.21,1.55,3.76,32,37,36
Northwest (Cedar Hill),0.94,2.79,3.73,42,30,37
Lee's Summit North,2.22,1.37,3.59,31,38,38
Marquette,2.6,0.39,2.99,28,43,39
Ritenour,1.42,0.99,2.4,38,40,40
Glendale,0.86,1.28,2.14,43,39,41
Lee's Summit,0.94,0.85,1.79,41,42,42
Lebanon,-1.13,0.86,-0.26,49,41,43
Waynesville,-2.35,1.95,-0.4,51,35,44
Oak Park,-0.07,-1.58,-1.65,45,46,45
Poplar Bluff,-0.51,-1.4,-1.91,46,45,46
Fox,-0.86,-1.68,-2.53,47,48,47
Hickman,2.2,-4.77,-2.57,33,53,48
Ft. Zumwalt North,0.0,-3.33,-3.33,44,52,49
Hazelwood West,-0.95,-2.87,-3.82,48,51,50
Kirkwood,-2.21,-1.63,-3.84,50,47,51
North Kansas City,-2.42,-2.32,-4.74,52,50,52
Mehlville,-4.43,-1.84,-6.28,54,49,53
Pattonville,-4.36,-5.66,-10.02,53,54,54
Ruskin,-6.92,-13.89,-20.81,55,55,55
Hazelwood Central,-8.9,-18.56,-27.46,56,57,56
Central (Springfield),-10.99,-17.56,-28.54,57,56,57
Riverview Gardens,-14.96,-21.15,-36.11,58,58,58
